stt,thoigian,giaphong,dientich,diachi,chitiet
1893,Tin cá nhân đăng 3 tuần trước,"4,2 triệu/tháng- 40 m2",40 m²,"7 Ngõ 257, Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Cho thuê nhà tầng 2 tại phố Yên hòa. Diện tích sử dụng khoảng  40m2. Nội thất đầy đủ gồm điều hòa, bình nóng lạnh, giường, tủ quần áo, tủ bếp, bàn ăn.... Gần công viên cầu giấy, trường cấp 1,2,3  Yên hòa, bệnh viện huyết hoc, chợ hợp nhất.Cách trục đường Trung kính khoảng 100m. Rất thuận tiện, an ninh tốt."
1896,Tin cá nhân đăng 3 tuần trước,"2,2 triệu/tháng- 25 m2",25 m²,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội","Có phòng trọ cho thuê đầy đủ điều hoà nóng lạnh, giường đệm , bồn tắm
Giá 2,2tr-2,5 triệu
Nhà ngay gần cầu chương dương. Gần bệnh viện bắc hà, siêu thị, chợ ngay cổng nhà trọ
Nhà sạch sẽ thoáng mát, an ninh tốt"
1895,Tin cá nhân đăng 3 tuần trước,"2,5 triệu/tháng- 20 m2",20 m²,"Đường Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội","nhà còn nhiều phòng trống cho thuê ở ngõ 252 tây sơn gần đh thủy lợi , công đoàn , học viện ngân hàng 
diện tích : 20m2 - 25m2 - 30m2 - 35m2
giá tiền : 2tr - 2,5tr - 3tr - 3,5tr/tháng 
phòng có nóng lạnh , kk , có giường , điều hòa , tủ quần áo....
điện 3,5k/số , nước 80k/ng , mạng 80k/phòng .
riêng chủ giờ giấc đi về thoải mái
tiền nhà thanh toán tháng 1 lần , cọc 1 tháng .
Liên hệ để xem nhà ngay"
1902,Tin môi giới đăng 15 giờ trước,"3,6 triệu/tháng- 30 m2",30 m²,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Cho thuê phòng ở Cầu Giấy chuyển vào ở luôn. Ngay ngã ba Dịch Vọng giao với Cầu Giấy – Khúc Thừa Dụ, 300m là ra Công Viên Cầu Giấy
•	Vị trí trung tâm thuận tiện đi lại, các trường đại học lớn như ĐH Quốc Gia, Điện Lực, ĐH Giao thông vận tải,...trên địa bàn quận Cầu Giấy 
•	Dịch vụ điện nước giá rẻ, điện 3k/số, nước sạch Sông Đà 100k/người, mạng 100k/p, có nơi để xe free, thang máy,…
•	Giờ giấc thoải mái, an nình cực kì tốt - hệ thống khóa Cổng vân tay – Hệ Thống khoá cửa thẻ từ riêng từng phòng - camera 24/24h - có quản lý, không chung chủ
•	Nội thất: giường, tủ, điều hòa 12k/ 2 chiều nóng lạnh, nóng lạnh, bàn trang điểm sịn sò, kệ đầu giường, rèm cửa, Kệ bếp
•	 Diện tích các phòng từ 26m2 – 30m2
Địa chỉ: số nhà 56 Dịch Vọng, ngay chợ Dịch Vọng (Hoặc đi từ ngõ 59 Khúc Thừa Dụ vào)"
1901,Tin cá nhân đăng 7 giờ trước,"3,4 triệu/tháng- 30 m2",30 m²,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Nhà mình còn   1 phòng tầng 3 trong nhà 5 tầng.
Có thể đến ở ngay
Diện tích 28m2
Phòng có cửa sổ rộng thoáng, ban công, không bị che chắn rất thoáng.
Sàn gỗ, đầy đủ giường tủ bàn ghế điều hòa nóng lạnh ...
Vệ sinh khép kín đủ trang thiết bị vệ sinh.
Nhà cực kì sạch sẽ, có chỗ nấu ăn, sân phơi, để xe free
Có dọn vệ sinh, máy giặt ...
Nhà ở trong ngõ an ninh, sạch sẽ, không ngập nước...
Vị trí cực gần các trường ngoại thương, giao thông vt,..
Tiền điện 3k5/1 số, nước 100k 1 người, wifi 65k,...
Địa chỉ : Ngách 90/1194 Đường Láng, Hoặc có thể đi từ ngõ 138 chùa láng vào.
Còn không mau xách mông lên chuyển đến phòng nhà mình. 
Liên hệ ngay đến ban Ken đẹp trai để đến ở ngay."
1909,Tin môi giới đăng 3 tuần trước,"2,5 triệu/tháng- 20 m2",20 m²,"Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","nhà còn nhiều phòng trống cho thuê ở ngõ 295 bạch mai 
+ Diện tích : 15m2 - 20m2 - 25m2 - 30m2 
+ giá tiền : 2tr - 2,5tr - 3tr - 3,5tr/tháng 
- phòng sạch sẽ thoáng mát , có cửa sổ , có chỗ để xe miễn phí , khép kín .
- nóng lạnh , giường , đh , tủ ...
- điện nước giá bình dân rất rẻ 
-Tiền phòng thanh toán tháng 1 lần , cọc nửa tháng hoặc 1 tháng .
-Liên hệ ngay để xem nhà."
1908,Tin môi giới đăng 3 tuần trước,"3,6 triệu/tháng- 28 m2",28 m²,"772 Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội","💥 Diện tích: 28m -35m , gần bến xe bus
💥  Nhà vệ sinh khép kín
💥  Có chỗ nấu ăn riêng 
💥  Đầy đủ điều hoà,nóng lạnh,giường tủ
💥 Cửa sổ thoáng,rộng và ban công nữa nha.

-Điện:3,8k/số
-Nước:28k/ khối
-Wifi:100k/1 phòng ( wifi riêng - căng khỏe ) 
Note:Giờ giấc thoải mái,không chung chủ. Khoá vân tay, camera an toàn
Phòng tầng 3 trong toà nhà 5 tầng, có chỗ để xe rộng free,"
1904,Tin môi giới đăng 2 tháng trước,1 triệu/tháng- 30 m2,30 m²,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Cần tìm bạn ở ghép home stay ĐẠI LA 
Phòng số 103 ngõ 101 Đại La, cách các trường bách kinh xây 5 phút. 
Giá 1 triệu/ 1 người/tháng bao điện nước mạng. Giờ giấc tự do thoải mái. 
Để xe t1 miễn phí. Bếp nấu ăn T1 và t5. 
Tiện đi các hướng, Minh Khai, Kim Ngưu, cầu Định Công, lên phố cổ. 
Rộng 30m2, mỗi người 1 giường. Có cửa sổ thoáng. 
Có đủ điều hòa nóng lạnh, tủ lạnh, máy giặt. Mùa hè có điều hòa nên cực mát, không lo bị nóng nhé. 
Không chung chủ, giờ giấc tmai. 
Đóng 1 cọc 1. Phòng hiện tại ở được luôn. 
Liên hệ chính chủ xem phòng, thuê phòng không mất phí, gọi trực tiếp nhé vì mình ít khi nhắn tin."
1905,Tin cá nhân đăng 3 tuần trước,"3,9 triệu/tháng- 35 m2",35 m²,"322, Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Bên mình cho thuê CCMN Studio trên 35m2 khép kín nhà mới xây có thang máy siêu đẹp, nội thất cao cấp, thoáng mát ở ngõ 322 đường Mỹ Đình.

1. Đầy đủ đồ đạc như hình, nhiều cửa sổ nhiều ánh sáng, nhiều cửa sổ, view thoáng mát.
2. Bếp siêu to khổng lồ xịn mịn khác biệt với nhà của các đơn vị khác.
3. Nội thất bếp giường tủ rèm cao cấp màu gỗ óc chó như hình;
4. Điều hòa 2 chiều 12.000, nóng lạnh, thiết bị vệ sinh loại thương hiệu; Bộ bàn ghế như hình;
5. Không gian yên tĩnh không ồn không bụi, không côn trùng, nhiều cây xanh.
6. Có camera, khóa vân tay hai lớp cổng ngoài và cửa chính.
7. Để xe miễn phí, giờ giấc hoàn toàn tự do;
8. Ban công Đông Nam, view hoàn toàn thoáng mát không bị che chắn gì; vẫn còn tầng trên nên rất mát.
--------
-----
Xem thêm hình ảnh và clip tại STT trên tài khoản Zalo (hoặc call)."
1903,Tin môi giới đăng 3 ngày trước,"4,5 triệu/tháng- 30 m2",30 m²,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","1-Tòa nhà 7 tầng số 20 ngõ 196 phố cầu giấy, mới hoàn thiện xong
- *. Vị trí tiện ích:
Tòa nhà nằm gần mặt đường Nguyễn văn Huyên kéo dài, cách đường Cầu giấy 30m,được thiết kế thông minh, tiện lợi, đầy đủ tiện ích đi kèm, gồm tầng 1 với DT: 250m2 để xe rộng rãi. Giao thông đi lại thuận tiện và 6 tầng trên là các căn hộ chung cư mini cho thuê.
- Chỉ 3 phút để tiếp cận hệ thống ngân hàng, siêu thị, trung tâm thương mại, trường học quốc tế từ mầm non đến trung học, đại học quanh khu vực cầu giấy...
*. Thiết kế 03 loại diện tích: 27m2, 35m2, 42m2 với phong cách hiện đại, tiện dụng.
- 1 phòng ngủ riêng biệt: Điều hòa 02 chiều, giường, tủ quần áo, sàn gỗ...
- 1 Phòng khách được thiết kế đẹp có thể làm phòng ngủ nếu nhà đông người.
- Khu bếp riêng biệt, có tủ bếp trên và dưới, chậu rửa bát hiện đại nấu nướng không sợ mùi vào phòng ngủ và khách.
- WC khép kín hiện đại, bình nóng lạnh, thiết bị vệ sinh Inax.
- Tòa nhà được lắp camera an ninh, đảm bảo, bảo vệ 24/24h.
- Gửi xe miễn phí, tối đa mỗi phòng 2 xe máy, truyền hình cáp, internet cáp quang, camera các tầng, có thang máy tốc độ cao...
- Căn hộ có cửa sổ thoáng mát, chỉ việc xách va li đến ở.
*. Giá cả:
- Giá phòng từ :4.500.000 -5.000.000 đ - 5.500.000 đ /tháng.
- Điện tính theo giá hộ gia đình, 3000 đ/ kw.
- Rất Phù hợp với người đi làm, hộ gia đình trẻ, công tác, du lịch, học tập,...
Hãy tiết kiệm thời gian quý báu của chính các bạn bằng cách nhấc máy lên và gọi ngay tôi.
Địa chỉ: Số 20 ngõ 196 đường Cầu giấy"
1907,Tin môi giới đăng 3 tuần trước,3 triệu/tháng- 25 m2,25 m²,"phố vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","nhà mình còn trống 3 phòng ở tầng 2 tầng 3 cho thuê ở ngõ 259 phố vọng .
nhà gần đh kinh tế quốc dân , đh xây dựng , gần bv bạch mai .
diện tích phòng : 20m2 - 25m2 - 30m2 .
tương đương giá tiền : 2,5tr - 3tr - 3,5tr/tháng .
nội thất bao gồm : nóng lạnh , khép kín , giường , đh , tủ , có cửa sổ , có chỗ nấu ăn , có ban công phơi đồ , miễn phí chỗ để xe .
điện nước giá bình dân , mỗi phòng lắp đặt 1 công tơ riêng .
không chung chủ đi khóa về mở .
tiền nhà đóng linh hoạt 1 tháng cọc 1 tháng .
Liên hệ để xem nhà ngay"
1900,Tin cá nhân đăng 13 giờ trước,5 triệu/tháng GIÁ TỐT- 35 m2,35 m²,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","Chính chủ cho thuê phòng kiểu CCMN 1N1K tại số 12, ngõ 89 đường Mễ Trì Thượng, Mễ Trì, Nam Từ Liêm, Hà Nội (cuối ngõ 4 Đồng Me đi vào khoảng 30m) trong tòa nhà 6 tầng thang máy, diện tích 35m2, 1 ngủ 1 khách, bếp ngăn riêng biệt với phòng không lo ám mùi vào phòng.
  - Vị trí: cách mầm non Mễ Trì Hạ 50m, cách cấp 1&2 Mễ trì 50m, cách chợ Mễ Trì Hạ 100m, cách đường Mễ Trì 100m, cách The Garden 200m, cách Keangnam 500m...
  - Nhà đã có đủ đồ như : điều hòa, nóng lạnh, tủ lạnh, máy giặt, giường, tủ, táp, bàn phấn, rèm, bàn ghế, tủ bếp, bếp từ, wifi tốc độ cao...để xe miễn phí.
  - Diện tích: 35m2
  - Giá: 5tr/tháng
  - LHCC : 
(Nhà mới 100% vào ở được ngay, khách chỉ việc xách đồ tới ở)"
1906,Tin cá nhân đăng 3 tuần trước,700.000 đ/tháng- 15 m2,15 m²,"40, Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","Cho thuê phòng trọ tại số nhà 40 ngõ 310 đường Cổ nhuế, bắc từ liêm, hà nội. Không ở chung chủ. Liên hệ chị Thu"
1911,Tin môi giới đăng 3 tuần trước,2 triệu/tháng- 20 m2,20 m²,"Đường Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội","nhà còn phòng khép kín cho thuê ở ngõ 6 phương mai 
+ Diện tích : 18 - 20 - 25 - 30 - 35 - 40m2
+ Giá tiền từ : 1,8tr - 2tr - 2,5tr - 3tr - 3,5 - 4tr/tháng .
- Các phòng giá từ 1,8tr đến 2,2tr có nóng lạnh, kệ bếp nấu ăn trong phòng.
- Các phòng giá từ 2,5tr đến 3tr có nóng lạnh, điều hòa, giường và kệ bếp nấu ăn trong phòng.
- Các phòng từ 3,5tr đến 4tr full đồ trong phòng.
- gần các trường đại học lớn , gần bv bạch mai , bv tai mũi họng 
- mỗi phòng đều có công tơ lắp đặt riêng.
- Tiền phòng thanh toán tháng 1 lần , cọc 1 tháng .
- Liên hệ ngay để xem nhà."
1910,Tin cá nhân đăng 3 tuần trước,"3,5 triệu/tháng- 40 m2",40 m²,"ngách32/45, Ngõ 101 Đào tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội","Cho thuê phòng chính chủ tầng 3 khu đào tấn diện tích 40m2 chia 2 phòng ngủ, phòng khách, vệ sinh khép kín. Full đồ gường tủ, điều hoà, nóng lạnh, bếp sạch sẽ, thoáng mát có nhiều cửa sổ, khu vực yên tĩnh. Phù hợp người đi làm, hộ gia đình ở lâu dài."
1918,Tin môi giới đăng 3 tuần trước,"2,5 triệu/tháng- 20 m2",20 m²,"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội","nhà còn phòng khép kín cho thuê ở ngõ 10 tôn thất tùng .
nhà gần đại học y hà nội , gần học viện ngân hàng , gàn vimcom phạm ngọc thạch 
+ Diện tích : 18 - 20 - 25 - 30 - 35 - 40m2
+ Giá tiền từ : 1,8tr - 2tr - 2,5tr - 3tr - 3,5 - 4tr/tháng .
- Các phòng giá từ 1,8tr đến 2,2tr có nóng lạnh, kệ bếp nấu ăn trong phòng.
- Các phòng giá từ 2,5tr đến 3tr có nóng lạnh, điều hòa, giường và kệ bếp nấu ăn trong phòng.
- Các phòng từ 3,5tr đến 4tr full đồ trong phòng.
- mỗi phòng đều có công tơ lắp đặt riêng .
- khu nhà dân trí cao nên an ninh rất tốt 
- Tiền phòng thanh toán tháng 1 lần , cọc  1 tháng .
- Liên hệ ngay để xem nhà."
1916,Tin cá nhân đăng 3 tuần trước,"2,8 triệu/tháng- 20 m2",20 m²,"Ngõ 63, Đường Nguyễn Cao, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội","Ngay sát chợ, gần bệnh viện, trường học.
Phòng tầng 2, có tolet riêng biệt. Có sẵn Quạt trần, điều hòa, bình nóng lạnh, bếp từ.
Khu sinh hoạt chung: để xe, bếp (tầng 1), Khu sân phơi (tầng 4)"
1917,Tin cá nhân đăng 3 tuần trước,"3,5 triệu/tháng- 40 m2",40 m²,"32/45, Đường Bưởi, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội","Cho thuê phòng tầng 3 diện tích 40m2 chia 2 phòng khách, phòng ngủ vệ sinh khép kín đủ đồ gường tủ, bếp, nóng lạnh ,điều hoà. Phòng yên tĩnh, sạch sẽ, thoáng mát có nhiều cửa sổ. Khu phơi đồ riêng biệt. Phù hợp hộ gia đình người đi làm. Cho thuê lâu dài, ổn định."
1912,Tin môi giới đăng 3 tuần trước,"2,3 triệu/tháng- 20 m2",20 m²,"15E ngõ 180, Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","cho thuê phòng trọ ở 15E ngõ 180 Hoàng Quốc Việt phòng thuê có giá từ 2,3tr-3tr đủ đồ điều hòa; nóng lạnh, giường; tủ; nhà riêng chủ thời gian tự do; gần đại học Điện Lực; CĐ Công Thương; CĐ Du Lịch; điện 3,5k  1 số; nước 100k1  tháng; wifi 80k 1 phòng; có người dọn vệ sinh hàng tuần. ở tối đa 2 người 1 phòng;
ưu tiên sinh viên; người đi làm thuê dài hạn."
1919,Tin môi giới đăng 3 tuần trước,"3,5 triệu/tháng- 30 m2",30 m²,"Đường Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","nhà mình còn trống vài phòng cho thuê ở ngõ 52 trần đại nghĩa 
+ Diện tích :  20m2 - 25m2 - 30m2 - 35n2 
+ Giá tiền từ : 2,5tr - 3tr - 3,5 - 4tr/tháng . 
- diện tích dao động từ 20m2 - 35m2 
-  có giá từ 2,5tr đến 3tr có nóng lạnh, điều hòa, giường và kệ bếp nấu ăn trong phòng.
- Có phòng từ 3,5tr đến 4tr full đồ trong phòng.
-  Khu an ninh đảm bảo gần các trường đại học luật ,đại học giao thông vận tải,gần trung tâm vicom,khu vui chơi giải trí,,,
- mỗi phòng đều có công tơ lắp đặt riêng.
- Tiền phòng thanh toán tháng 1 lần , cọc 1 tháng .
- gần đh bách khoa , kinh tế quốc dân , đh xây dựng .
- gần bệnh viện bạch mai , bv tai mũi họng .
- gần các trục đường lớn
- Liên hệ ngay để xem nhà."
1914,Tin cá nhân đăng 3 tuần trước,"2,2 triệu/tháng- 20 m2",20 m²,"4, Đường Yên Hòa||927, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",phòng không có đồ đạc có điều hòa nhà vệ sinh riêng có bình nóng lạnh . Nhà ở chung với chủ giờ giấc thoải mái tối nếu về muộn thì báo trước . Giá trên chỉ là tham khảo trực tiếp đến xem giá cả thỏa thuận .
1915,Tin môi giới đăng 3 tuần trước,3 triệu/tháng- 25 m2,25 m²,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","nhà còn phòng khép kín cho thuê ở ngõ 332 nguyễn trãi .
nhà gần đh xã hội nhân văn và đh khoa học tự nhiên .
gần trạm đến xe bus , gần chợ phùng khoang ...
Diện tích : 15m2 - 20m2 - 25m2 - 30m2 - 35m2 
+ Giá tiền từ : 2tr - 2,5tr - 3tr - 3,5tr - 4tr/tháng 
-  phòng 2tr  có nóng lạnh, kệ bếp nấu ăn trong phòng.
- Các phòng giá từ 2,5tr đến 3tr có nóng lạnh, điều hòa, giường và kệ bếp nấu ăn trong phòng.
- Các phòng từ 3,5tr đến 4tr full đồ trong phòng.
- mỗi phòng đều có công tơ lắp đặt riêng.
- Tiền phòng thanh toán tháng 1 lần , cọc  1 tháng .
- Liên hệ ngay để xem nhà."
1913,Tin môi giới đăng 3 tuần trước,"1,4 triệu/tháng- 15 m2",15 m²,"tổ 12 ngõ 233/15, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","tổ 12 ngõ 233/15 Xuân Thủy phòng 1tr4-1tr8 khép kín rộng 13-15m2
ngoài ra có phòng 2tr5-3tr đầy đủ điều hòa; nóng lạnh, giường; tủ
nhà thuê gần trường HV Báo Chí, ĐH Quốc Gia; ĐH Sư Phạm
Điện 3,5k 1 số; nước 100k 1 tháng; tiện xe bus.
đóng tiền tháng 1;
LH xem phòng báo trước 30 phút."
1925,Tin môi giới đăng 4 tuần trước,"3,8 triệu/tháng- 28 m2",28 m²,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","*Nhà mình hiện có 1 phòng trống do có bạn vừa chuyển công tác vào Sài Gòn. (Xem ảnh).
Phòng rộng rãi, ban công rộng rãi, nhiều ánh sáng, thoáng mát.
28m2, khép kín sạch sẽ sáng thoáng. 

*Nội thất: 
+ Giường, tủ, bàn ghế. 
+ Tủ lạnh, bếp, nóng lạnh đầy đủ. 
+ THANG MÁY Nhật Bản.
+ Khu phơi đồ được thiết kế kính chịu lực đảm bảo không sợ mưa gió mà vẫn hút được nhiều ánh sáng và gió trời giúp cho quần áo nhanh khô.

Nhà ở riêng, không chung chủ, giờ giấc thoải mái. 
+ Hệ thống Camera.
+ Hệ thống Internet.
+ Khóa vân tay đảm bảo an ninh tuyệt đối."
1920,Tin môi giới đăng 3 tuần trước,3 triệu/tháng- 25 m2,25 m²,"xã đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","nhà còn trống phòng cho thuê ở ngõ 242 xã đàn 
+ Diện tích : 15m2 - 20m2 - 25m2 - 30m2 - 35m2
+ Giá tiền từ : 2tr - 2,5tr - 3tr - 3,5 - 4tr/tháng .
- Các phòng 2tr có nóng lạnh, kệ bếp nấu ăn trong phòng.
- Các phòng giá từ 2,5tr đến 3tr có nóng lạnh, điều hòa, giường và kệ bếp nấu ăn trong phòng.
- Các phòng từ 3,5tr đến 4tr full đồ trong phòng.
- nhà nằm ở khu trung tâm quận đống đa đi đâu tiện 
- mỗi phòng đều có công tơ lắp đặt riêng.
- Tiền phòng thanh toán tháng 1 lần , cọc nửa tháng hoặc 1 tháng .
- Liên hệ ngay để xem nhà."
1922,Tin cá nhân đăng 3 tuần trước,"1,5 triệu/tháng- 17 m2",17 m²,"127, Tựu Liệt, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",phòng ở khép kín riêng biệt có chỗ nấu ăn. giờ giấc tự do k chung chủ
1926,Tin cá nhân đăng 3 ngày trước,"1,5 triệu/tháng- 110 m2",110 m²,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","🤫CHO THUÊ HOMESTAY #r00mate GIÁ CHỈ TỪ 1,500,000
🤥 Chỉ xách quần áo đến, ở phòng #trọn_gói_tất_cả_tiện_ích: Điện nước, nóng lạnh, wifi, máy giặt, điều hòa...
🔴 Địa chỉ: Chung cư C14 Bắc Hà, Nam Từ Liêm. Gần BigC Hà Đông, gần các trường ĐH Hà Nội, Kiến trúc, HV Bưu chính...
✅ Không giới hạn thời gian ra-vào, không chung chủ, giá phòng cam kết cố định. Bạn sẽ không phải “đau đầu” khi mỗi tháng phải chốt số điện, chốt sổ nước, tiền wifi...
✅ Tối ưu không gian sống, #r00mate mang đến trải nghiệm tiện lợi với: Giường cá nhân, tủ an toàn, bàn làm việc, bếp từ 2 mặt, xoong nồi…Và bạn có thể ở ngay gần nơi bạn học hay làm việc.

🎯 Với hàng nghìn người đang ở, homestay đang là minh chứng cho sự lựa chọn thông minh, đáng tin cậy của những người trẻ đang sinh sống và học tập tại Hà Nội.
🎁 ƯU ĐÃI TRONG THÁNG NÀY CHO 5 BẠN ĐẦU TIÊN Ở TẠI #r00mate_BẮC_HÀ:
- Tặng 500.000VND khi đăng ký 2 người.
- Tặng 600.000VND khi đăng ký 4 người.

🔴 Hãy đăng ký ngay trong hôm nay để nhận ưu đãi bạn nhé!!
📞 Liên hệ HOTLINE: - Mr. Tuấn"
1929,Tin cá nhân đăng 7 giờ trước,"3,4 triệu/tháng- 30 m2",30 m²,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Nhà mình còn   1 phòng tầng 3 trong nhà 5 tầng.
Có thể đến ở ngay
Diện tích 28m2
Phòng có cửa sổ rộng thoáng, ban công, không bị che chắn rất thoáng.
Sàn gỗ, đầy đủ giường tủ bàn ghế điều hòa nóng lạnh ...
Vệ sinh khép kín đủ trang thiết bị vệ sinh.
Nhà cực kì sạch sẽ, có chỗ nấu ăn, sân phơi, để xe free
Có dọn vệ sinh, máy giặt ...
Nhà ở trong ngõ an ninh, sạch sẽ, không ngập nước...
Vị trí cực gần các trường ngoại thương, giao thông vt,..
Tiền điện 3k5/1 số, nước 100k 1 người, wifi 65k,...
Địa chỉ : Ngách 90/1194 Đường Láng, Hoặc có thể đi từ ngõ 138 chùa láng vào.
Còn không mau xách mông lên chuyển đến phòng nhà mình. 
Liên hệ ngay đến ban Ken đẹp trai để đến ở ngay."
1923,Tin môi giới đăng 3 tuần trước,5 triệu/tháng- 40 m2,40 m²,"42 ngõ 69, Đường Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","- Cho thuê phòng trọ riêng tầng, mỗi tầng là 1 phòng riêng biệt
- Diện tích 40m gồm đâỳ đủ nội thất như: Nóng lạnh, điều hòa, giường, tủ, bếp, hút mùi, bàn ghế, wife, sàn gỗ sang trọng, phòng vệ sinh cực rộng, tất cả trang thiết bị đều mới tinh
- Nhà cách ĐH Văn Hóa, ĐH Mỹ thuật công nghiệp, Học viện âm nhạc 400m, cách ĐH Luật, Thủy Lợi, Công Đoàn 1,2km
- Khu vực an ninh cực tốt, camera 24/7,
- Tầng 1 để xe free rất rộng
- Nhà 2 mặt thoáng nên rất mát, 2 cửa sổ, ban công phơi quần áo có thể trồng thêm hoa
- Căn hộ phù hợp với gia đình hoặc nhóm 3-4-5 người
- Địa chỉ: Số nhà 42 ngõ 69 Nguyễn Phúc Lai. Đi ra ngõ 34 Hoàng Cầu chỉ 20m (hai xe ô tô tải tránh nhau), ngay cạnh chung cư Tân Hoàng Minh ( Có chỗ để xe ô tô bên chung cư thoải mái)"
1928,Tin môi giới đăng 5 ngày trước,4 triệu/tháng- 35 m2,35 m²,"277 ngõ 275, Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","CHO THUÊ CHUNG CƯ MINI MỚI HOÀN THIỆN VÀO Ở LUÔN ĐƯỜNG TRUNG VĂN

1. Vị trí tiện ích: 
Tòa chung cư mini 8 tầng nằm trên đường TRUNG VĂN CẮT ĐƯỜNG TỐ HỮU,cuối đường lương thế vinh, gần nhà thờ Phùng Khoang, gần trường cao đẳng Xây Dựng, được thiết kế thông minh, tiện lợi, đầy đủ tiện ích đi kèm, gồm tầng 1 với DT250M2 để xe rộng rãi. giao thông đi lại thuận tiện và 7 tầng trên với các căn hộ chung cư mini cho thuê. 
- Nằm Cách mặt đường ĐƯỜNG TỐ HỮU 100m, 3 phút ra bigc thăng long, ngã tư trần duy hưng, đường phạm hùng, ngã tư khuất duy tiến... 
- Chỉ 3 phút để tiếp cận hệ thống ngân hàng, siêu thị, trung tâm thương mại, trường học Quốc tế từ mầm non đến trung học, đại học ... 
2. Thiết kế 02 loại diện tích: 35m2, 45m2  tiện dụng. 
- 1 Phòng ngủ riêng biệt, có thêm gác xép : điều hòa 02 chiều, giường, tủ quần áo... 
- Phòng khách được thiết kế đẹp có thể làm phòng ngủ nếu nhà đông người.
- Khu bếp riêng biệt,có tủ bếp trên và dưới, chậu rửa bát hiện đại nấu nướng không sợ mùi vào phòng ngủ và khách.
- WC khép kín hiện đại, bình nóng lạnh,thiết bị vệ sinh 
- Tòa nhà có bảo vệ , đảm bảo, giờ giấc 24/24h, thoải mái đi lại.
- Gửi xe miễn phí, tối đa mỗi phòng 2 xe máy,truyền hình cáp, internet cáp quang, camera các tầng, có thang máy tốc độ cao... 
- Căn hộ có cửa sổ thoáng mát , chỉ việc xách va li đến ở.
3. Giá cả: 
- Giá phòng:4.000.000 đ-  5 000.000 đ /tháng. 
-DT TỪ 35- 45M2.
-Rất Phù hợp với người đi làm,hộ gia đình, sinh viên ngoan ở."
