stt,thoigian,giaphong,dientich,diachi
2131,03/2021,1500000,15,"45D/2 ngõ 88, Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
2135,03/2021,2000000,18,"Đường Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội"
2132,03/2021,1800000,18,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
2140,03/2021,2900000,30,"3b/98/43, Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội"
2142,03/2021,1800000,18,"Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội"
2145,03/2021,2000000,20,"ngõ 10/65A, Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội"
2143,03/2021,4000000,35,"Đường Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội"
2144,03/2021,2400000,18,"22, Đường Lương Ngọc Quyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
2147,03/2021,1800000,18,"Ngõ 20c/110 nguyễn an ninh  1t, Đường Nguyễn An Ninh, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
2149,03/2021,3000000,25,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
2148,03/2021,3000000,21,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
2146,03/2021,2000000,20,"04, Ngõ 93   Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
2141,03/2021,1700000,57,"Ngõ 190d đốc ngữ SN 32a 1tr5-2, đốc ngữ, Phường Đội Cấn, Quận Ba Đình, Hà Nội"
2151,03/2021,2000000,30,"Đường Kim Mã Thượng, Phường Liễu Giai, Quận Ba Đình, Hà Nội"
2152,03/2021,2600000,15,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
2150,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
2154,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
2155,03/2021,1850000,16,"45 ngõ 143, Đường Phúc Tân, Phường Phúc Tân, Quận Hoàn Kiếm, Hà Nội"
2153,03/2021,4000000,35,"277 ngõ 275, Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
2159,03/2021,2000000,20,"23 NGÕ 128C, Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
2158,03/2021,3300000,28,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
2156,03/2021,3000000,25,"Số nhà 26 ngách 82/208 ngõ 290, Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội"
2157,03/2021,2600000,20,"Số 2 hẻm 313/6/10, Đường Lĩnh Nam, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội"
2160,03/2021,2600000,30,"140a, Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"
2161,03/2021,1800000,20,"90B, Đường Vân Hồ 3, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội"
2164,03/2021,3800000,30,"Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
2165,03/2021,2000000,20,"Đường 70, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội"
2166,03/2021,1800000,20,"Ngõ 92/34, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
2163,03/2021,3000000,25,"15/125, Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
2169,03/2021,1700000,18,"Ngõ 212/53D, Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội"
2167,03/2021,1800000,12,"257, Đường Bạch Đằng, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội"
2168,03/2021,1500000,20,"Yên Hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
2162,03/2021,2000000,35,"Đường Thiên Đức, Xã Yên Viên, Huyện Gia Lâm, Hà Nội"
2170,03/2021,3400000,60,"Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội"
2174,03/2021,1500000,19,"Đường Chùa Hà, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2178,03/2020,1390000,40,"Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
2172,03/2021,1900000,16,"Ngõ 71c/100 doãn kế thiện SN 1, doãn kế thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
2173,03/2021,1200000,16,"SN 64A/100 ngõ 51a mai động 1t, Đường Mai Động||987, Phường Mai Động, Quận Hoàng Mai, Hà Nội"
2177,03/2021,4500000,30,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2179,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
2176,03/2021,4000000,35,"277 ngõ 275, Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
2175,02/2021,3800000,28,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
2171,03/2021,1300000,14,"Ngõ 17d/55 phạm văn đồng SN 1e, Đường Phạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
2180,03/2021,3600000,25,"Đường Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"
2183,03/2021,1800000,18,"105E ngõ 192, Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội"
2186,03/2021,2500000,20,"31, Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội"
2185,03/2021,1600000,22,"20C ngõ 110, Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
2187,03/2021,3600000,25,"Số 4 Ngõ 85, Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
2188,03/2021,400000,14,"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội"
2182,03/2021,1800000,20,"33E ngõ 165, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2189,03/2021,2000000,30,"Đường Nguyễn Tuân||678, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
2181,03/2021,3000000,25,"16, Đường Phạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
2184,03/2021,3500000,45,"31/27 chùa liên phái, Đường Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội"
2194,03/2021,3500000,27,"16 giãn dân, 286 nguyễn xiển, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"
2190,03/2021,1900000,18,"Khu đô thị Xa La, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
2191,03/2021,1300000,15,"74E ngõ 111, Đường Nguyễn Xiển, Phường Kim Giang, Quận Thanh Xuân, Hà Nội"
2197,03/2021,3400000,25,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"
2196,03/2021,2300000,20,"SN 28a/100 ngõ 1911 đại la  1t, Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
2193,03/2021,3800000,25,"63, Nguyễn Du, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội"
2198,03/2021,2400000,20,"34, ngõ 250/39, Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội"
2192,03/2021,3000000,20,"2M15 ngõ 94, Đường Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
2199,03/2021,1610000,18,"Ngõ 52a/100 SN 109 mỹ đình 1tr, Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
2195,03/2021,1400000,15,"tổ 12 ngõ 75 SN 101C, Đường Giải Phóng, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội"
2201,03/2021,1500000,110,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
2204,03/2021,2200000,16,"Đường Phan Trọng Tuệ, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội"
2202,03/2020,1390000,40,"Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
2205,03/2021,3600000,35,"khúc thừa dụ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
2203,02/2021,3800000,28,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
2207,03/2021,1800000,14,"189 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội"
2208,03/2021,1500000,12,"158, Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2200,12/2020,4700000,35,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
2209,03/2021,4000000,35,"2, Đường Lê Văn Thiêm, Quận Thanh Xuân, Hà Nội"
2206,03/2021,2000000,40,"Đường Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
2211,03/2021,2500000,28,"21NV7, Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"
2213,03/2021,2000000,19,"Ngõ 185/71D, Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
2212,03/2021,1600000,15,"Ngõ 111/34D, Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
2218,03/2021,2000000,18,"Đường Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội"
2219,03/2021,2000000,18,"Đường Nguyễn Tuân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
2210,03/2021,1700000,20,"ngõ 1/20E, Đường Phạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
2216,03/2021,1900000,17,"Ngõ 78a/100 xã đàn SN 172d  1t, Đường Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
2217,03/2021,1800000,18,"Đường Ngô Quyền, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội"
2215,03/2021,1800000,17,"SN 64a./17 ngõ 300 trường chin, Đường Trường Chinh, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
2214,03/2021,2500000,20,"ngõ 180/57D, Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội"
2220,03/2021,2000000,18,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội"
2227,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
2229,03/2020,1390000,40,"Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
2222,03/2021,2000000,18,"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
2224,03/2021,1800000,18,"Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"
2221,03/2021,1800000,18,"Đường Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà Nội"
2226,03/2021,1500000,110,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
2223,03/2021,1800000,18,"Đường Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"
2225,03/2021,3400000,30,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
2228,03/2021,3700000,30,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2230,03/2021,3600000,30,"Đường Kim Giang, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội"
2232,03/2021,4600000,30,"số 67, 68 Cầu giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2239,03/2021,2000000,30,"Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
2231,03/2021,4200000,30,"Số 25, Ngõ 259 Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
2235,03/2021,3800000,30,"Đường Miếu Đầm, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
2234,03/2021,2700000,25,"Đường Giáp Nhất, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
2238,03/2021,3000000,25,"Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
2237,03/2021,2000000,18,"Đường Trường Chinh, Phường Phương Mai, Quận Đống Đa, Hà Nội"
2233,03/2021,2000000,18,"tạp hoá Phương Linh - lô 152 -, Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội"
2236,03/2021,2000000,20,"47 ngõ 99 Đường Cầu Diễn, Đường Cầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội"
2242,03/2021,2800000,25,"Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội"
2248,03/2021,2000000,18,"Đường Phạm Ngọc Thạch, Phường Phương Liên, Quận Đống Đa, Hà Nội"
2245,03/2021,2000000,18,"Đường Hồ Đắc Di, Phường Quang Trung, Quận Đống Đa, Hà Nội"
2240,03/2021,2000000,20,"Đường Trịnh Công Sơn, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
2247,03/2021,2000000,18,"Đường Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội"
2243,03/2021,3300000,30,"Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội"
2249,03/2021,3000000,28,"Đường Nghi Tàm, Phường Quảng An, Quận Tây Hồ, Hà Nội"
2246,03/2021,3500000,32,"Đường Nghi Tàm, Phường Quảng An, Quận Tây Hồ, Hà Nội"
2241,03/2021,2800000,25,"Đường Kim Mã, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội"
2244,03/2021,3500000,30,"Số 57A, Phố Đại Đồng, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội"
2250,03/2021,2600000,15,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
2256,03/2021,2500000,306,"8, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
2253,03/2021,3400000,30,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
2258,03/2021,1600000,19,"Ngõ 370 phan đình giót SN 121e, Đường Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"
2259,03/2021,5000000,25,"66 ngõ 39, đình thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
2251,03/2021,1500000,110,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
2252,03/2021,2100000,16,"Ngõ 151, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
2254,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
2257,03/2021,2600000,20,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
2255,03/2021,1800000,20,"109, Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
2261,03/2021,2000000,17,"Ngõ 41a/100 SN 190b/6 dịch vọn, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
2263,03/2021,1700000,15,"56E/7 ngõ 8, Đường Phạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
2264,03/2021,4800000,41,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội"
2266,03/2021,2000000,20,"Trương Định, Đạu La, Bạch Mai, Nguyễn Đức cảnh, Minh Khai, Thanh Nhàn, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
2265,03/2021,2000000,20,"số 46 ngõ 22, Dương Lâm, Phường Văn Quán, Quận Hà Đông, Hà Nội"
2262,03/2021,2200000,20,"2, ngách 15/47 ngõ Gốc Đề - đường Minh Khai - Hoàng Mai - Hà Nội, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
2268,03/2021,3200000,18,"2, ngõ 34 đường âu cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội"
2267,03/2021,2500000,20,"Đường Tân Ấp, Phường Phúc Xá, Quận Ba Đình, Hà Nội"
2269,03/2021,3000000,30,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
2273,02/2021,3000000,20,"140, Đường Vương Thừa Vũ, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội"
2271,03/2021,3900000,39,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
2276,03/2021,3700000,30,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2270,03/2021,1400000,30,"282 định công, Phường Định Công, Quận Hoàng Mai, Hà Nội"
2279,03/2021,4000000,35,"277 ngõ 275, Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
2272,03/2021,4500000,30,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
2278,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
2275,03/2020,1390000,40,"Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
2274,02/2021,1800000,15,"60C2 ngõ 63, Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
2277,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
2280,02/2021,3000000,25,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
2282,02/2021,4500000,35,"1, Đường Trần Quốc Hoàn, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội"
2283,02/2021,1200000,15,"70 nguyên xá, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội"
2286,02/2021,2500000,25,"2 đại từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội"
2289,02/2021,1700000,15,"16C ngõ 113, Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
2281,02/2021,2000000,25,"42B, Đường Vũ Hữu, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
2284,02/2021,2500000,18,"Đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
2288,02/2021,1700000,12,"248 ngõ 364, Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"
2287,02/2021,1700000,15,"5D ngõ 143/5, Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2285,02/2021,2500000,20,"24 Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
2292,02/2021,1800000,16,"Ngõ 193z/66 đền lừ SN 11a/55 1, Đường Đền Lừ 1, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"
2297,02/2021,2200000,15,"Chung Cư Hateco, Đường Hưng Phúc, Phường Yên Sở, Quận Hoàng Mai, Hà Nội"
2291,02/2021,2600000,20,"38/116, Đường Miếu Đầm, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
2296,02/2021,1900000,28,"106, Đường Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội"
2293,02/2021,3000000,120,"15, Ngõ 15, xóm Đại Khang, Xã Hữu Hoà, Huyện Thanh Trì, Hà Nội"
2299,02/2021,2500000,20,"Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội"
2298,02/2021,800000,18,"Xóm 4, Thôn Vĩnh Thanh, Đường Đồng Quán, Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội"
2294,02/2021,1100000,12,"256, Đường Bạch Đằng, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội"
2290,02/2021,3000000,30,"81 Giáp nhị, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"
2295,02/2021,2800000,30,"301, Đường Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
2302,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
2300,03/2021,3700000,30,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2301,02/2021,3800000,28,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
2306,03/2021,3500000,40,"Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
2307,03/2021,1700000,15,"26D/2 ngõ 32, Đường Tân Mỹ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
2304,03/2021,4500000,30,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2303,03/2021,2600000,15,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
2305,03/2021,2200000,30,"5, Đường Ngãi Cầu, Xã An Khánh, Huyện Hoài Đức, Hà Nội"
2309,03/2021,1800000,20,"NGõ 66/102E, hồ tùng mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
2308,03/2021,1450000,50,"73b ngõ 165, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2313,03/2021,3200000,25,"MỸ ĐÌNH, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
2311,03/2021,2900000,30,"vạn phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
2310,03/2021,2700000,30,"22, Đường Dương Quảng Hàm, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
2315,03/2021,2000000,20,"Đường Quốc lộ 32, Xã Tân Lập, Huyện Đan Phượng, Hà Nội"
2319,03/2021,1700000,540,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
2318,03/2021,1610000,27,"Ngõ 25a/100 định công SN 20d 1, định công, Phường Định Công, Quận Hoàng Mai, Hà Nội"
2314,03/2021,1700000,15,"Ngõ 196/54D, cầu giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2316,03/2021,2500000,25,"35 ngách 30 ngõ 686 Kim Giang, Đường Kim Giang, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"
2312,03/2021,2600000,25,"120, Đường Vĩnh Tuy, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"
2317,03/2021,3500000,20,"Ngõ Chợ Khâm Thiên, Phường Trung Phụng, Quận Đống Đa, Hà Nội"
2320,03/2021,1410000,351,"Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
2327,03/2021,2100000,16,"Ngõ 151, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
2323,03/2021,2700000,26,"360, Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội"
2321,03/2021,3500000,25,"Đường Kiều Mai, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội"
2325,02/2021,3800000,28,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
2328,03/2021,2000000,30,"Đường Kim Mã Thượng, Phường Liễu Giai, Quận Ba Đình, Hà Nội"
2329,03/2021,2200000,16,"Đường Phan Trọng Tuệ, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội"
2324,03/2021,1600000,15,"ngõ 97/54A, Đường Gốc Đề, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
2326,03/2021,4500000,30,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2322,03/2021,1310000,530,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
2334,03/2021,2000000,20,"151, Đường Triều Khúc, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"
2331,03/2021,3600000,15,"12B, Ngách 79 Thổ Quan, Phường Khâm Thiên, Quận Đống Đa, Hà Nội"
2333,03/2021,2950000,27,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
2332,03/2021,3500000,35,"phố Ngọc Hà, Phường Đội Cấn, Quận Ba Đình, Hà Nội"
2330,03/2021,1250000,18,"Đường Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
2338,03/2021,500000,15,"ngách 22, Ngõ 445 Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
2339,03/2021,1500000,15,"17 ngách 151/77, 151 Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
2335,03/2021,2500000,25,"36 Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
2336,03/2021,1700000,15,"Đường K2, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
2337,03/2021,3500000,25,"số 4 ngõ 54 an dương, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
2344,03/2021,3200000,26,"17, Ngõ 123 Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"
2347,03/2021,1300000,17,"Xóm 1, Đường Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội"
2348,03/2021,1400000,16,"91, đường trần duy hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
2345,03/2021,1300000,16,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội"
2343,03/2021,3000000,21,"Đường Nguyễn Văn Trỗi, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
2349,03/2021,1800000,16,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
2346,03/2021,4000000,60,"32, Đường Cầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội"
2342,03/2021,2000000,16,"11, Đường Vọng Đức, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội"
2341,03/2021,3300000,30,"Đường Nguyễn Đình Hoàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2340,03/2021,6500000,40,"Lô 29 LK15 khu đất giãn dân, Đường Đa Sỹ, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
2354,03/2021,3700000,30,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
2350,03/2021,3600000,30,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
2356,03/2021,1250000,14,"138, Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
2358,03/2021,1300000,15,"212, đường đê la thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
2353,03/2021,2600000,15,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
