stt,thoigian,giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,tiennghi,thuantien,giuongtu,banghe,nonglanh,dieuhoa,tulanh,maygiat,tivi,bep,gacxep,thangmay,bancong,chodexe,diachi,chitiet
71,03/2021,3000000,30.0,21.023953,105.812389,Nhatang,4.5,71.34,Khepkin,5,4,1,0,0,1,1,0,0,1,0,0,1,0,"17 ngõ 7 Nguyên Hồng, Phường Thành Công, Quận Ba Đình, Hà Nội","nhà mk cho nữ thuê  địa chỉ 17 ngõ 7 nguyên hồng, hà nội, an ninh tốt, đầy đủ bếp, điều hòa, tủ lạnh, nhà vệ sinh riêng, có ban công thoáng mát.các bạn có thể đến xem  thoải mái. mọi thắc mắc liên hệ số đt 0387292860 (cô hạnh ) để biết thêm chi tiết. mk cảm ơn."
70,03/2021,3000000,30.0,21.003022,105.825146,Nhatang,2.2,79.0,Khepkin,5,6,0,0,1,0,0,0,0,1,1,0,0,1,"Số nhà 55 ngõ 165 Phố Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội","  ở phường khương thượng, quận đống đa, hà nộiđịa chỉ: 55 ngõ 165 phường khương thượng, đống đa, hà nội tầng 1, khoảng hơn 30m2, có gác xép rộng 15m2 , nhà bếp và  tắm khép kín, có bình nóng lạnh.(nhà 3 tầng, cầu thang đi lên tầng riêng, không đi qua  tầng 1)có sân để xe và phơi quần áo, có công tơ điện riêng. nước 50k/ng, điện 4k/số.vừa mới tân trang lại, sạch sẽ, thoáng mát, yên tĩnh, riêng biệt không phải chung đụng với ai, đảm bảo an ninh.gần trường học (cấp 1, 2, 3 và đại học), gần chợ (nhưng không ở sát chợ nên rất yên tĩnh), gần các trung tâm thương mại (royal city, mipec tower,…)giá: 3.000.000vnđ.mọi chi tiết liên hệ: cô châu: 0393687686.p/s: ưu tiên cho hộ gia đình và người đã đi làm thuê."
81,03/2021,3600000,40.0,20.990203,105.779605,Nhatang,3.2,162.23,Khepkin,10,5,1,1,1,0,1,1,0,1,0,1,1,0,"sn 80 ngõ 19 Đường Tố Hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","1. tôi   trong chcc:- giá thuê: 3.600.000 vnđ/tháng  ngủ nhỏ, sử dụng chung không gian  tắm lớn; 4.500.000 vnđ/tháng với  lớn có vệ sinh khép kín; thanh toán 1 tháng, cọc 3 tháng. hợp đồng thuê tối thiểu 3 tháng. - yêu cầu sạch sẽ, giữ gìn vệ sinh chung.dùng chung  khách, bếp, ban công.2. ngoài ra, tôi có  1 căn hộ 58m2 2pn, 2wc, nội thất đầy đủ.- giá thuê: 8.500.000 vnđ/tháng, thanh toán 1 tháng, cọc 3 tháng. hoặc thanh toán 6 tháng cọc 1 tháng.--------------- đã trang bị đầy đủ nội thất xịn: nóng lạnh, điều hoà, tủ lạnh, máy giặt, bàn ghế ăn, bàn ghế làm việc, tủ quần áo, đệm, lọc nước kangaroo, dàn phơi thông minh, bếp điện,... chỉ cần xách vali đến ở.-  ngủ lót sàn gỗ, có cửa sổ hút gió, thoáng rộng, mát mẻ.- điện, nước giá nhà nước, internet 100k/tháng.- thuộc tổ hợp chung cư gồm 10 toà nhà có bể bơi, sân vườn, sân thể thao, yên tĩnh trong lành.- siệu thị, nhà thuốc, gym, nhà hàng, cafe, ... ngay tầng 1.- bảo vệ 24/24h, camera giám sát, thẻ từ thang máy-----kết nối các tuyến xe buýt cách khoảng 300m, cách ga metro cát linh - hà đông, bến xe yên nghĩa khoảng 2kmcách trung tâm hà đông 1,5km, kđt văn khê 1km, đh phenikaa 300m, aeon mall hà đông 5km, thiên đường bảo sơn 3km. gần bệnh viện quốc tế nam cườnghệ thống nhà trẻ, trường tiểu học, trung học được xây dựng đầy đủ.phía bắc: khớp nối hạ tầng với khu thương mại- du lịch-văn hoá và đô thị mới phía tây tp hà nội với quy mô gần 1.000 ha (từ liêm- hà nội).phía tây nam: tiếp giáp các khu đô thị mới (văn khê, tái định cư dương nội).phía đông nam: giáp đường lê văn lương kéo dài ( trục đường láng hạ kéo dài nối với khu vực trung tâm hà nội).giáp đường tố hữu-lê văn lương kéo dài.liên hệ: linh: 0332260083 (h) 0336995693chính chủ , các bên môi giới vui lòng không liên hệ."
81,03/2021,3700000,40.0,20.990203,105.779605,Ccmn,3.2,50.23,Khepkin,10,7,1,1,1,0,1,1,0,1,0,1,1,0,"sn 80 ngõ 19 Đường Tố Hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","1. tôi   trong chcc:- giá thuê: 3.600.000 vnđ/tháng  ngủ nhỏ, sử dụng chung không gian  tắm lớn; 4.500.000 vnđ/tháng với  lớn có vệ sinh khép kín; thanh toán 1 tháng, cọc 3 tháng. hợp đồng thuê tối thiểu 3 tháng. - yêu cầu sạch sẽ, giữ gìn vệ sinh chung.dùng chung  khách, bếp, ban công.2. ngoài ra, tôi có  1 căn hộ 58m2 2pn, 2wc, nội thất đầy đủ.- giá thuê: 8.500.000 vnđ/tháng, thanh toán 1 tháng, cọc 3 tháng. hoặc thanh toán 6 tháng cọc 1 tháng.--------------- đã trang bị đầy đủ nội thất xịn: nóng lạnh, điều hoà, tủ lạnh, máy giặt, bàn ghế ăn, bàn ghế làm việc, tủ quần áo, đệm, lọc nước kangaroo, dàn phơi thông minh, bếp điện,... chỉ cần xách vali đến ở.-  ngủ lót sàn gỗ, có cửa sổ hút gió, thoáng rộng, mát mẻ.- điện, nước giá nhà nước, internet 100k/tháng.- thuộc tổ hợp chung cư gồm 10 toà nhà có bể bơi, sân vườn, sân thể thao, yên tĩnh trong lành.- siệu thị, nhà thuốc, gym, nhà hàng, cafe, ... ngay tầng 1.- bảo vệ 24/24h, camera giám sát, thẻ từ thang máy-----kết nối các tuyến xe buýt cách khoảng 300m, cách ga metro cát linh - hà đông, bến xe yên nghĩa khoảng 2kmcách trung tâm hà đông 1,5km, kđt văn khê 1km, đh phenikaa 300m, aeon mall hà đông 5km, thiên đường bảo sơn 3km. gần bệnh viện quốc tế nam cườnghệ thống nhà trẻ, trường tiểu học, trung học được xây dựng đầy đủ.phía bắc: khớp nối hạ tầng với khu thương mại- du lịch-văn hoá và đô thị mới phía tây tp hà nội với quy mô gần 1.000 ha (từ liêm- hà nội).phía tây nam: tiếp giáp các khu đô thị mới (văn khê, tái định cư dương nội).phía đông nam: giáp đường lê văn lương kéo dài ( trục đường láng hạ kéo dài nối với khu vực trung tâm hà nội).giáp đường tố hữu-lê văn lương kéo dài.liên hệ: linh: 0332260083 (h) 0336995693chính chủ , các bên môi giới vui lòng không liên hệ."
81,03/2021,3200000,40.0,20.990203,105.779605,Nhacap,3.2,162.23,Khepkin,5,5,1,1,1,0,1,1,0,1,0,1,1,0,"sn 80 ngõ 19 Đường Tố Hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","1. tôi   trong chcc:- giá thuê: 3.600.000 vnđ/tháng  ngủ nhỏ, sử dụng chung không gian  tắm lớn; 4.500.000 vnđ/tháng với  lớn có vệ sinh khép kín; thanh toán 1 tháng, cọc 3 tháng. hợp đồng thuê tối thiểu 3 tháng. - yêu cầu sạch sẽ, giữ gìn vệ sinh chung.dùng chung  khách, bếp, ban công.2. ngoài ra, tôi có  1 căn hộ 58m2 2pn, 2wc, nội thất đầy đủ.- giá thuê: 8.500.000 vnđ/tháng, thanh toán 1 tháng, cọc 3 tháng. hoặc thanh toán 6 tháng cọc 1 tháng.--------------- đã trang bị đầy đủ nội thất xịn: nóng lạnh, điều hoà, tủ lạnh, máy giặt, bàn ghế ăn, bàn ghế làm việc, tủ quần áo, đệm, lọc nước kangaroo, dàn phơi thông minh, bếp điện,... chỉ cần xách vali đến ở.-  ngủ lót sàn gỗ, có cửa sổ hút gió, thoáng rộng, mát mẻ.- điện, nước giá nhà nước, internet 100k/tháng.- thuộc tổ hợp chung cư gồm 10 toà nhà có bể bơi, sân vườn, sân thể thao, yên tĩnh trong lành.- siệu thị, nhà thuốc, gym, nhà hàng, cafe, ... ngay tầng 1.- bảo vệ 24/24h, camera giám sát, thẻ từ thang máy-----kết nối các tuyến xe buýt cách khoảng 300m, cách ga metro cát linh - hà đông, bến xe yên nghĩa khoảng 2kmcách trung tâm hà đông 1,5km, kđt văn khê 1km, đh phenikaa 300m, aeon mall hà đông 5km, thiên đường bảo sơn 3km. gần bệnh viện quốc tế nam cườnghệ thống nhà trẻ, trường tiểu học, trung học được xây dựng đầy đủ.phía bắc: khớp nối hạ tầng với khu thương mại- du lịch-văn hoá và đô thị mới phía tây tp hà nội với quy mô gần 1.000 ha (từ liêm- hà nội).phía tây nam: tiếp giáp các khu đô thị mới (văn khê, tái định cư dương nội).phía đông nam: giáp đường lê văn lương kéo dài ( trục đường láng hạ kéo dài nối với khu vực trung tâm hà nội).giáp đường tố hữu-lê văn lương kéo dài.liên hệ: linh: 0332260083 (h) 0336995693chính chủ , các bên môi giới vui lòng không liên hệ."
82,03/2021,2500000,23.0,21.035747,105.787368,Nhatang,2.5,71.01,Khepkin,5,7,1,0,1,1,0,0,0,0,0,0,1,1,"sn 32 ngõ 85 Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","hiện chỉ còn 01  khép kín ở tầng 4 , dành cho hộ gia đình trẻ, sinh viên trí thức, người đã đi làm thuê để ở lâu dài. có đầy đủ: điều hòa, nóng lạnh, internet, …. tiện lợi với nhiều tiện ích xung quanh: nằm trong khu tập thể học viện báo chí và tuyên truyền, ngõ 36 hoặc ngõ 68 (2 ngõ song song) đường xuân thủy, cầu giấy, hà nội hoặc đi ngõ 81 cạnh bến xe bus, ngõ đối diện chi cụ thuế quận cầu giấy đường nguyễn phong sắc vào tầm 200m.+ nằm ở trung tâm cách các điểm xe buýt và đường xuân thủy và đường nguyễn phong sác tầm 200m.+ ngõ đường to 2 oto tránh nhau, oto đỗ tận cửa.+ ra khỏi nhà là có chợ họp, cửa hàng tạp hóa, siêu thị mini, … tiện mua bán.+ gần bệnh viện như viện e, viện nhi trung ương, sản hà nội, bệnh viện mắt quốc tế nga- việt tiện chăm sóc sức khỏe đảm bảo cho cả gia đình.+ gần trường đại học quóc gia, sư phạm, hv quân sự, đại học điện lực, đại học giao thông vận tải, đại học thương mại, ….dt=25m2 cả wc khép kín, thiết kế hợp lý, khép kín, có ban công phơi đồ cùng cửa sổ thoáng mát. không ở chung với chủ nhà. điện: 4k/số. nước: 15k/số tính theo công tơ riêng.chú ý:  được trang bị đầy đủ: đã có sãn nóng lạnh, điều hòa, internet …để xe có camera quan sát ở dưới, có khóa buổi đêm riêng nên rất yên tâm về xe cộ để đêm.điện nước giá hợp lý, chỗ để xe rộng rãi.giá: 2,5 triệu.ll cô đoàn: 0976398711."
85,03/2021,1800000,18.0,20.966331,105.842828,Nhatang,3.5,60.22,Khepkin,2,4,0,0,0,0,0,0,0,0,0,0,0,0,"48 Ngõ 1395 Đường Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","  tại tầng 2 nhà 4 tầng, nhà riêng ko chung chủ giờ đi về thoải mái.tại ngõ 1395 giải phóng - gần bến xe nước ngầm, giáp bát thuận tiện đi lạiđiện, nước giá dân (  như hình ảnh) có thể qua xem  vào buổi tối sau giờ tan tầm.chỉ cho nữ thuê - tiền nhà đóng tháng một và cọc 1 tháng.có thể chuyển đến ở ngày 16/03."
80x,03/2021,2600000,20.0,21.026384,105.825574,Nhatang,2.8,28.43,KKK,6,6,0,0,0,0,0,1,0,1,0,0,0,0,"Số 5 ngách 2/1 ngõ 2 Đường Vũ Thạnh, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","nhà có   với thông tin như sau:- tầng 4, dtsd =20m2, vệ sinh chung- điện nước thanh toán theo hoá đơn- có bếp tầng 1 nấu ăn- có sân phơi và máy giặt trên tầng 5- giá 2tr6/tháng, cọc 1 tháng, thanh toán 3 tháng 1 lầnliên hệ bác mỵ: 0384731949 hoặc 0903295025"
83,03/2021,3000000,35.0,21.0263,105.835805,Nhatang,3.0,50.11,Khepkin,6,2,1,0,1,0,0,0,0,0,0,0,1,0,"số 12 ngõ 49 Phố Quốc Tử Giám, Phường Văn Miếu, Quận Đống Đa, Hà Nội","nhà  hiện tại còn   tại số 12 ngõ 49 quốc tử giám, đống đa, hà nội.- nhà riêng không chung chủ, điện giá dân, an ninh đảm bảo, cách văn miếu 50m.-  tầng 2,  35m2, vệ sinh khép kín. có giường, tủ, nóng lạnh, ban công.- nhà trung tâm gần cát linh, nguyễn thái học, kim mã, tôn đức thắng, lê duẩn...- lh chính chủ: (miễn mg, qc).- giá 3tr/tháng.  như ảnh"
84,03/2021,2500000,20.0,21.026009,105.801472,Nhatang,3.0,199.52,Khepkin,5,3,0,0,0,0,0,1,0,0,0,0,0,1,"14E Ngách 90 Ngõ 1194 Láng Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","hiện tại nha  còn trống  full đồ sàn gỗ đẹp.giờ giấc đi lại tự do, nhà sạch sẽ, sàn gỗ, có sân sau của đằng sau  là 1 vườn cây to của nhà chùa không khí cực thoáng và sướng.ở trọ thoải mái  như nhà.giá  từ 2tr5 nhà có camera an ninh-chỗ để xe-wifi-chỗ nấu ăn-máy giặt-có người dọn vệ sinh sạch sẽsố điện 3k5, nước 100k, mạng 65knhà ở  đẹp ngõ 14e/90/1194 đướng lángthuận tiện đi ra các trường đại học, ngõ thông ra chùa lángliên hệ ngay cho a ken đẹp trai để nhận  nha mn."
89,03/2021,2500000,40.0,20.971607,105.765432,Nhatang,3.0,77.28,KKK,6,4,1,1,1,0,0,1,0,1,0,0,1,1,"Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội","[  la khê -hđ] hiện tại  có 1   ở tầng 3 , rông 40m2 nhà vệ sinh riêng,ban công thoáng mát. có giường, nóng lạnh , máy giặt ... tầng 4 là sân phơi trồng cây...tầng 1 có bàn ăn, bếp và chỗ để xe. giờ giấc thoải mái không chung chủ.giá rất sv - không trung gianib or call 0333170993. để biết thêm thông tin,"
88,03/2021,1400000,10.0,21.001507,105.811169,Nhacap,4.46,73.77,KKK,3,4,1,1,0,0,0,0,0,1,0,0,0,1,"Số 25 ngõ 90 Phố Chính Kinh, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","  1tr4/tháng gần ngã tư sở 12m2. giá 1.400.000₫ (không khép kín)địa chỉ: số ngõ 90 phố chính kinh, thanh xuân. có giường, tủ, bàn bếp.nước 100k/ng, điện 4k/số, internet 70k/tháng.mỗi  có 1 chỗ để xe.  tối đa 2ng. không khép kín. 3  chung 1 nhà vệ sinhsạch sẽ, thoáng mát, gần chợ, gần bến xe bus đường nguyễn trãi khu dân trí cao, an toàn, yên tĩnh.liên hệ: bác hương 0838754370vui lòng gọi trưc tiếp không nhắn tin, không tiếp môi giới"
86,03/2021,2000000,25.0,20.961441,105.81387,Nhatang,8.5,2.0,Khepkin,4,3,0,0,1,0,0,0,0,0,1,0,1,1,"870 Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội","chính chủ còn   tại 884 kim giang, thanh liệt, thanh trì, hà nội.-  mới khép kín gác xép có ban công (25-30m2)- chỗ để xe rộng rãi, thoáng mát- giờ giấc tự do- giá thuê: 1,8 - 1,9 triệu/thángliên hệ xem  trực tiếp: chú huyền ‭0379726280 , có nóng lạnh"
87x,03/2021,2000000,45.0,21.016893,105.925321,Nhacap,5.0,35.04,Khepkin,3,3,0,0,0,0,0,0,0,1,0,0,0,1,"Số nhà 13, ngõ 12, viện rau quả Đường An Lạc, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội"," nhà cấp 4 - số nhà 13, ngõ 12, khu a viện nghiên cứu rau quả, cạnh học viện nông nghiệp việt nam, cạnh vinhomes ocean park. phù hợp cho gia đình ở lâu dài.nhà có sân để xe, 2  ngủ, bếp + vệ sinh khép kín, ngõ rộng 5m.khu vực an ninh tốt, yên tĩnh.điện nước riêng, thanh toán theo giá điện nước của nhà nước."
869,03/2021,1850000,25.0,20.961315,105.813659,Nhatang,8.5,2.0,Khepkin,1,1,0,0,0,0,0,0,0,0,1,0,1,1,"884 Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội","chính chủ còn   tại 884 kim giang, thanh liệt, thanh trì, hà nội.-  mới khép kín gác xép có ban công (25-30m2)- chỗ để xe rộng rãi, thoáng mát- giờ giấc tự do- giá thuê: 1,8 - 1,9 triệu/thángliên hệ xem  trực tiếp: chú huyền ‭0379726280"
97,03/2021,3000000,30.0,20.991913,105.819912,Nhacap,1.8,243.0,Khepkin,5,4,0,1,1,1,0,0,0,1,1,0,0,1,"26 ngõ 1/62/23 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","chính chủ  dãy trọ 8 căn khép kín mới hoàn thiện tại 126 ngõ 1/62/23 phố bùi xương trạch quận thanh xuân, gần ngã tư sở, nguyễn trãi, lê trọng tấn...nhà được thiết kế dành riêng cho gia đình trẻ, các bạn đi làm cần chỗ ở lâu dài tiện nghi, riêng tư, an toàn và thuận tiện.mỗi căn  tổng 30m2 có gác xép sàn gỗ, điều hòa, quạt, bình nước nóng. vệ sinh, bàn bếp, giá bát, chậu rửa bát có vòi nóng lạnh, hút mùi, thông gió. hệ thống camera 24/24, internet tốc độ cao.đặc biệt dãy nhà có 2 cổng ngõ, hành lang phía trước rộng hơn 2m được bao kín phía trên bằng khung sắt rất an toàn, là không gian chung cho khách trọ và để xe riêng cho từng nhà. (vui lòng xem ảnh chụp thực tế đã up).giá thuê: 3.000.000 đồng 1 tháng, đóng 3 tháng 1 lần, đặt cọc 1 tháng, hợp đồng 1 năm.liên hệ chính chủ: anh dũng 0915836398 (miễn tiếp trung gian môi g"
93,03/2021,2200000,38.0,21.023185,105.807989,Nhatang,4.5,2.0,Khepkin,9,4,1,1,1,1,1,1,0,1,0,0,1,1,"32 Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"," thuê 1 căn nhà riêng để kinh doanh nhưng do ảnh hưởng của dịch covid nên  chuyển hướng công việc. nhà đã lắp đặt đầy đủ tiện nghi sẵn sử dụng: máy giặt, tủ lạnh, điều hòa, quạt trần, nóng lạnh, bếp từ đôi, lò vi sóng, lò nướng, giường tủ - kệ - bàn ghế làm việc,….có nhà bếp &  ăn riêng +  ngủ riêng + wc + ban công rộng phơi đồ + nguyên tầng 1 làm  khách & khu để xe. nhà riêng không chung chủ nên ăn ở đi lại rất thoải mái tự do.nhà cạnh hồ đối diện trường đh ngoại thương và ngoại giao rất thuận tiện & sạch sẽ, hướng đông nam mát mẻ. địa chỉ: 42 chùa láng, đống đa, hn-giá: 2,2triệu//tháng.-điện nước tính giá nhà nước rất rẻhiện  còn  trống muốn  lại để đỡ gánh nặng chi phí hàng tháng.  đã thanh toán 1 cục 3 tháng & cọc 1 tháng. bạn nào có nhu cầu thì liên hệ  xem nhà nhé!ms. hoa: 0386.24.1935"
92,03/2021,3600000,35.0,20.995647,105.848923,Nhatang,2.5,20.83,Khepkin,3,5,1,0,0,0,0,0,0,0,0,0,0,1,"23 Phố Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"," tầng 3 là 35 m2, thông thoáng, công trình khép kín, có tủ và giường ở tối đa 3 người. tầng 1 nấu ăn và để xe; tầng 2, tầng 4 cho sv thuê, không ở cùng gia chủ. tiện ích gần siêu thị vinmar , đại học kinh tế quốc dân, đại học xây dựng, đại học bách khoa và bệnh viện bạch mai khoảng từ 300 đến 500 m"
99,03/2021,2500000,30.0,21.006565,105.780617,Nhatang,1.8,157.56,Khepkin,6,3,1,0,1,1,0,0,0,0,0,0,1,0,"SN53 ngõ 50/71 Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","- chính chủ   có điều hòa nóng lạnh giường tủ tại địa chỉ sn53 ngõ 50/71 mễ trì thượng-nam từ liêm-hà nội, cách 50m đến chợ, đối diện trung tâm hội nghị quốc gia. đi từ ngõ 36 miếu đầm vào rất gần- giá 2,5 triệu/tháng cho  22m2, 3tr/tháng cho  30m2-  22m2 - 30m2 nhà mới, gồm đầy đủ bình nóng lạnh, điều hòa, giường, tủ…ban công rất rộng phơi quần áo thoải mái.  sạch sẽ, thoáng mát.(ưu tiên hộ gia đình-ở lâu dài-đến ở ngay) - liên hệ chị lan chủ nhà: 0986.186.146 hoặc a đức chủ nhà 0911.426.186"
95,03/2021,3600000,30.0,21.011586,105.799574,Ccmn,5.2,61.45,Khepkin,7,6,1,0,1,1,0,0,0,0,0,0,0,1,"ngõ 110 Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","căn hộ mini 30m2 ngõ 110 trần duy hưng---------------------------------------- : 25m2 - 30m2,  mới - thiết kế hiện đại đồ đạc giường tủ, nóng lạnh,điều hòa,.... an ninh đảm bảo - để xe tầng 1 camera giám sát 24/24 giờ giấc tự do, không chung chủ để xe tầng 1 free gía  3.6tr - 3,8trđịa chỉ: số 8b, ngách 43/66 ngõ 110 trần duy hưng, cầu giấy, hà nội.liên hệ: 0985.466.872---------------------------------------------------- cam kết chính chủ  miễn môi giới!!"
96,03/2021,3200000,28.0,21.037144,105.803352,Nhatang,2.8,88.7,Khepkin,9,5,1,0,1,1,0,0,0,1,0,0,0,0,"Sn 20 Ngõ 58, Nguyễn Khánh Toàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","*  có : 25m2 - 28m2.* nội thất: điều hòa, giường, tủ, nóng lạnh, kệ bếp, chậu rửa, thiết bị vệ sinh đầy đủ, cửa gỗ lim, wifi cáp quang, camera,...* tự do đi lại, không chung chủ, cửa lắp khóa vân tay..* ô tô đỗ cửa, khu vui chơi trẻ em rất rộng rãi.* ưu tiên người đi làm hoặc cặp vợ chồng.* giá : 3,2 triệu - 3.5 triệu.* lh chính chủ: 0985.466.872 (không tiếp môi giới)."
90,03/2021,2500000,30.0,20.991019,105.849501,Nhatang,2.3,21.2,Khepkin,2,5,0,0,0,0,0,0,0,0,0,0,0,1,"ngách 22 ngõ 141 Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","nhà mới xây còn dư 2  tầng 2 và 3- điện 3k/ kwh- nước 50k/ người/ tháng- mạng wifi 100k/ / tháng- rác 10k/ người/ tháng- tầng 1 để xe, nấu ăn- sân phơi tầng thượng- mỗi tầng 1 nhà vệ sinh- giờ giấc thoải mái"
94,03/2021,3000000,30.0,21.042399,105.784777,Nhatang,2.5,79.16,Khepkin,9,3,1,0,1,1,0,0,0,1,0,0,0,1,"Số 20 ngõ 46 Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","-   30 m2, có vệ sinh khép kín; bếp và  tầng 3 và tầng 2.- nội thất đầu đủ : điều hòa, tử lạnh; nóng lạnh; gác sép; tủ quần áo; giường, phản- sân tầng 1 để xe máy- riêng biệt không chung với chủ nhà- liên hệ: 0965861791; 0989199634"
91,03/2021,2000000,25.0,21.046592,105.769416,Nhatang,4.5,140.12,Khepkin,7,4,1,0,1,0,0,0,0,0,1,0,0,0,"23 ngách 332/7/24 Đường Hoàng Công Chất, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","chính chủ cần   khép kín tại khu tập thể học viện tài chính, thông tin như sau:- đường ô tô vào tận nhà- nhà nằm trong khu dân trí cao, yên tĩnh, thoáng mát- : 25 m2- khép kín đầy đủ giường, điều hoà, nóng lạnh, sàn gỗ, có gác xép để đồ.giá thuê: 2tr/1 thángliên hệ 0972824588 or 0925279988"
98x,03/2021,3000000,70.0,21.035203,105.732814,Nhatang,7.5,2.0,Khepkin,2,2,0,1,0,0,0,0,0,1,0,0,0,0,"143 Đường số 422, Xã Vân Canh, Huyện Hoài Đức, Hà Nội"," có  khoảng 70m2 tầng 1 có thể chia 2 phong ngủ 1 phong khách vệ sinh khép kín có bàn bếp đun, không sử dụng tới muốn  lại."
101,02/2021,3500000,30.0,20.967958,105.822546,Ccmn,6.5,2.0,Khepkin,8,5,1,1,1,1,0,0,0,1,0,1,1,1,"2A ngõ 586 Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội"," chung cư mini vừa xây xong mới tinh.địa chỉ: 2a ngõ 586 kim giang 28-30m2 ,khép kín toàn bộ  thuận lợi : cách đại học thăng long 300m, cách đại học nh n văn, thuỷ lợi ,công đoàn 4,5km..... có đầy đủ tiện nghi như:-có sẵn điều hòa, nóng lạnh-giường nằm, tủ quần áo, bàn bếp, tủ bếp-mở cửa khoá vân tay, thang máy-căn hộ có cửa sổ và ban công thoáng mát-chỗ để xe rộng rãi miễn phí tại tầng 1-wifi tốc độ cao, hệ thống camera an ninh-giờ giấc tự do-chủ nhà vui tính, nhiệt tình."
104,02/2021,2200000,12.0,20.988338,105.843119,Nhatang,3.0,76.0,Khepkin,5,4,0,0,1,0,0,0,0,1,0,0,0,1,"SỐ 37, ngõ 103, Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"," - giáp bát, giải phóngsố nhà 37 ngõ 103 đường giáp bát, giải phóng. (1  ~ 2 người)- có bếp,  tắm khép kín, bình nóng lạnh, điều hoà, wifi.- điện nước tính theo giá nhà nước.- chỗ để xe free ở tầng 1.note:- gần chợ, bệnh viện bến xe giáp bát, cách neu, nuce, bk 1-2km.- không chung chủ.- dọn vào ở luôn ok.giá: 2tr5/liên hệ: inbox hoặc gọi trực tiếp 0914358869 (c chung); 0968474789 (a tựu)#chothue #hoangmai #giaiphong #chothueneu #chothuebk #chothuenuce"
104,02/2021,2400000,12.0,20.988338,105.843119,Ccmn,3.0,76.0,Khepkin,8,5,0,0,1,0,0,0,0,1,0,0,0,1,"SỐ 37, ngõ 103, Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"," - giáp bát, giải phóngsố nhà 37 ngõ 103 đường giáp bát, giải phóng. (1  ~ 2 người)- có bếp,  tắm khép kín, bình nóng lạnh, điều hoà, wifi.- điện nước tính theo giá nhà nước.- chỗ để xe free ở tầng 1.note:- gần chợ, bệnh viện bến xe giáp bát, cách neu, nuce, bk 1-2km.- không chung chủ.- dọn vào ở luôn ok.giá: 2tr5/liên hệ: inbox hoặc gọi trực tiếp 0914358869 (c chung); 0968474789 (a tựu)#chothue #hoangmai #giaiphong #chothueneu #chothuebk #chothuenuce"
104,02/2021,1200000,12.0,20.988338,105.843119,Nhacap,3.0,120.0,Khepkin,2,3,0,0,1,0,0,0,0,1,0,0,0,1,"SỐ 37, ngõ 103, Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"," - giáp bát, giải phóngsố nhà 37 ngõ 103 đường giáp bát, giải phóng. (1  ~ 2 người)- có bếp,  tắm khép kín, bình nóng lạnh, điều hoà, wifi.- điện nước tính theo giá nhà nước.- chỗ để xe free ở tầng 1.note:- gần chợ, bệnh viện bến xe giáp bát, cách neu, nuce, bk 1-2km.- không chung chủ.- dọn vào ở luôn ok.giá: 2tr5/liên hệ: inbox hoặc gọi trực tiếp 0914358869 (c chung); 0968474789 (a tựu)#chothue #hoangmai #giaiphong #chothueneu #chothuebk #chothuenuce"
